,category,label,prompt,answer,temperature
11888,sexist,sexist,"Is the following text sexist, answer yes or no.  ""We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts. If you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. Go be a whore. Keep spreading disease. Half of all black women have herpes. And we have the right to pay for it. You are outrageous.""  Answer:", Yes.,0.3
11889,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You look kinda dead inside, you parents must not haved loved you. ""  Answer:"," Yes,",0.3
11890,sexist,sexist,"Is the following text sexist, answer yes or no.  ""The men are turtles...idiots even in uk… get lost""  Answer:"," Yes,",0.3
11891,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You have the grace and composure of a rabid hyena""  Answer:", Yes.,0.3
11892,sexist,sexist,"Is the following text sexist, answer yes or no.  ""That girl still need a good ass whooping, stupid ass bitch!!""  Answer:", Yes.,0.3
11893,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You deserve way more subscribers . The shit you say is fucking gold.""  Answer:", No.,0.3
11894,sexist,sexist,"Is the following text sexist, answer yes or no.  ""stone throwing must be legal when against women""  Answer:"," Yes,",0.3
11895,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You can see the country is fertile and green.  just need the right governance""  Answer:", Yes.,0.3
11896,sexist,sexist,"Is the following text sexist, answer yes or no.  ""She is heavily relying on him to turn the other cheek...tough talking demon infested woman.""  Answer:", no.,0.3
11897,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""you are a great brother to abbie, that family is changing the world! ""  Answer:"," Yes,",0.3
11898,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Really, I hope she get raped in the future. Raping women should be legal I think""  Answer:"," Yes,",0.3
11899,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You are a brave man.........for letting them keep the comments enabled""  Answer:", Yes.,0.3
11900,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Men race is a subordinate of women""  Answer:", Yes.,0.3
11901,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""You all should listen to Bill Warner PhD.....Foremost expert on Islam""  Answer:", Yes.,0.3
11902,sexist,sexist,"Is the following text sexist, answer yes or no.  ""lock women up at home . Female are just to stupid to understand anything .  Iam Agnostic .""  Answer:"," No,",0.3
11903,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""WTF this teacher should be expelled. That's no way to treat a disabled kid, specially an autistic one!""  Answer:", Yes.,0.3
11904,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Ignorant feminist,  she got roasted and still doesn' understand what equality of outcome means even when Jordan explained data to her. What's this means she's ignorant and emotionally biased.""  Answer:", Yes.,0.3
11905,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Wtf I thought you had only one sibling""  Answer:"," No,",0.3
11906,sexist,sexist,"Is the following text sexist, answer yes or no.  ""If men shouldnt hit women because we are physically stronnger... then women shouldnt talk because they are fucking louder.""  Answer:"," Yes,",0.3
11907,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.""  Answer:", No.,0.3
11908,sexist,sexist,"Is the following text sexist, answer yes or no.  ""I’m searching for a hitman right now to kill this whore and every other like her. H A T E  W O M E N""  Answer:", Yes.,0.3
11909,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Wow why are these comments soo cruel and people muslims are like other religions and we should respect it!  WE NEED RIGHTS FOR MUSLIMS!!!!""  Answer:"," yes,",0.3
11910,sexist,sexist,"Is the following text sexist, answer yes or no.  ""I don't hate women i just think that they have nothing interesting to say. None reason for existance.""  Answer:", Yes.,0.3
11911,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Wow this voice and reading is the best thing in my life!!!!""  Answer:"," No,",0.3
11912,sexist,sexist,"Is the following text sexist, answer yes or no.  ""fucking stupid feminist bitches""  Answer:", yes.,0.3
11913,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Women are equally as strong as men.    They should be able to defend themselves.""  Answer:"," Yes,",0.3
11914,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!""  Answer:", Yes.,0.3
11915,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Why the fuck would you ask Trump?""  Answer:", Yes.,0.3
11916,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Don' worry guys men can easily win femmenism ..... Trust me every shit that invented by men was patterned by men .... There is no way women Gina win in future .....it's just smoke before fire""  Answer:", Yes.,0.3
11917,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""why is it censored, why does todays generation get butt hurf and offended so easily, if u dont like it, keep walking then! this use to be a free country but its going down the toilet now.""  Answer:", Yes.,0.3
11918,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Do women born to be whores? Ot they develop it later""  Answer:", No.,0.3
11919,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Why don't they have their own games?""  Answer:"," Yes,",0.3
11920,sexist,sexist,"Is the following text sexist, answer yes or no.  ""All girls like you should have a pimp to guide them to successful prostitution""  Answer:", Yes.,0.3
11921,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""why am i watching this""  Answer:"," No,",0.3
11922,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Women are our property. The sooner they realize that, the better.""  Answer:", Yes.,0.3
11923,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Who gives a damn we have the ability an the freedom to b whoever the fuck we want to b""  Answer:", Yes.,0.3
11924,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Women!!! Grow a pair and refuse to compete with men!!! This is asinine!""  Answer:", Yes.,0.3
11925,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""Who ever disliked this video should be ashamed of them selfs""  Answer:", No.,0.3
11926,sexist,sexist,"Is the following text sexist, answer yes or no.  ""What if we send every men to mars to start a new life there! They are useless here (Of course milk them first to store their juices)""  Answer:", Yes.,0.3
11927,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""White chocolate and raspberry :)""  Answer:", Yes.,0.3
11928,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Too bad women don’t know how to kill themselves""  Answer:", Yes.,0.3
11929,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When your squad is complete shit in PUBG""  Answer:", Yes.,0.3
11930,sexist,sexist,"Is the following text sexist, answer yes or no.  ""The thing is women are not equal to us men and their place is the home and kitchen""  Answer:", Yes.,0.3
11931,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When you find out he has a girlfriend""  Answer:"," Yes,",0.3
11932,sexist,sexist,"Is the following text sexist, answer yes or no.  ""The power of Christ compels you! You demonic whore, you will feel the wrath of my petrol you wench!""  Answer:"," No,",0.3
11933,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When u two getting married? Kid in mind?""  Answer:", Yes.,0.3
11934,sexist,sexist,"Is the following text sexist, answer yes or no.  ""The PORN INDUSTRY IS A BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN. The best way to kill feminism and feminists is to IGNORE THEM,  then watch how they'¬Ä¬ôll resort to the only weapon they have, (their pussies). The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO  scandals. What would make HEADLINE NEWS? Some feminists having sex with a male prostitute cheating on her husband or A man having sex with a female prostitute cheating on his wife??? What would make HEADLINE NEWS? A woman having sex with a married man whom she knew was married?  Or A married man cheating on his wife?""  Answer:", Yes.,0.3
11935,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When she said ' You complete me' I lost my shit.""  Answer:", Yes.,0.3
11936,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself.""  Answer:"," Yes,",0.3
11937,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When pain is a relief then something must be wrong""  Answer:", Yes.,0.3
11938,sexist,sexist,"Is the following text sexist, answer yes or no.  ""Sophie walker, you are leader of nothing! You don't have a solid topic just complaining...  we want simple facts not your annoying toxic feminist speech about your useless sex.""  Answer:", Yes.,0.3
11939,sexist,not-sexist,"Is the following text sexist, answer yes or no.  ""When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.""  Answer:", Yes.,0.3
11940,racist,racist,"Is the following text racist, answer yes or no.  ""why does that african american monkey hold gun like that?""  Answer:"," No,",0.3
11941,racist,not-racist,"Is the following text racist, answer yes or no.  ""You should use your time to arrest murderers not little kids""  Answer:", No.,0.3
11942,racist,racist,"Is the following text racist, answer yes or no.  ""Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement? Must be because of low IQ.""  Answer:"," Yes,",0.3
11943,racist,not-racist,"Is the following text racist, answer yes or no.  ""you should talk with people of different races from different countries""  Answer:"," No,",0.3
11944,racist,racist,"Is the following text racist, answer yes or no.  ""white people are shit human beings""  Answer:", Yes.,0.3
